# harness	differential-sweep/1
# seed	20260817
# reference	historical
# subject	stub-faulty-minus
# sha256.use.jar	80ac8ae433b8345677472019991356950f094f4a104cfbce1f75783a7308788d
# sha256.atenearesearchgroup.uncertainty.jar	53b2a43feb0a0a39844a60278dd80a7d4b975ef324fb05c6db28831e835e59d0
# operations	URealValue.minus(value)
# rows	784
# rows.agreement	558
# rows.disagreement	226
# verdict.AGREE	558
# verdict.DIFFER	226
index	operation	inputs	historical	ported	verdict	note
332	URealValue.minus(value)	UREAL(100.0,0.001) | UREAL(47.696811,0.395191)	UREAL(52.303189,0.39519226520897394)	UREAL(52.303189,0.394191)	DIFFER	
333	URealValue.minus(value)	UREAL(100.0,0.001) | UREAL(-61.870069,0.428633)	UREAL(161.870069,0.4286341664974923)	UREAL(161.870069,0.427633)	DIFFER	
334	URealValue.minus(value)	UREAL(100.0,0.001) | UREAL(-98.361875,0.358527)	UREAL(198.361875,0.3585283945923949)	UREAL(198.361875,0.357527)	DIFFER	
335	URealValue.minus(value)	UREAL(100.0,0.001) | UREAL(37.640335,0.974834)	UREAL(62.359665,0.9748345129077037)	UREAL(62.359665,0.973834)	DIFFER	
336	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(0.0,0.0)	UREAL(-100.0,0.001)	UREAL(-100.0,0.001)	AGREE	
337	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(0.0,1.0)	UREAL(-100.0,1.000000499999875)	UREAL(-100.0,0.999)	DIFFER	
338	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-0.0,0.0)	UREAL(-100.0,0.001)	UREAL(-100.0,0.001)	AGREE	
339	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(1.0,0.0)	UREAL(-101.0,0.001)	UREAL(-101.0,0.001)	AGREE	
340	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(1.0,1.0)	UREAL(-101.0,1.000000499999875)	UREAL(-101.0,0.999)	DIFFER	
341	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-1.0,0.0)	UREAL(-99.0,0.001)	UREAL(-99.0,0.001)	AGREE	
342	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-1.0,1.0)	UREAL(-99.0,1.000000499999875)	UREAL(-99.0,0.999)	DIFFER	
343	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-1.0,0.5)	UREAL(-99.0,0.5000009999989999)	UREAL(-99.0,0.499)	DIFFER	
344	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(0.5,0.5)	UREAL(-100.5,0.5000009999989999)	UREAL(-100.5,0.499)	DIFFER	
345	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-0.5,0.25)	UREAL(-99.5,0.25000199999200007)	UREAL(-99.5,0.249)	DIFFER	
346	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(2.0,0.0)	UREAL(-102.0,0.001)	UREAL(-102.0,0.001)	AGREE	
347	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(100.0,0.001)	UREAL(-200.0,0.001414213562373095)	UREAL(-200.0,0.0)	DIFFER	
348	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-100.0,0.001)	UREAL(0.0,0.001414213562373095)	UREAL(0.0,0.0)	DIFFER	
349	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(4.9E-324,0.0)	UREAL(-100.0,0.001)	UREAL(-100.0,0.001)	AGREE	
350	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.001)	UREAL(-1.7976931348623157E308,0.001)	AGREE	
351	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.001)	UREAL(1.7976931348623157E308,0.001)	AGREE	
352	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(NaN,0.0)	UREAL(NaN,0.001)	UREAL(NaN,0.001)	AGREE	
353	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(Infinity,0.0)	UREAL(-Infinity,0.001)	UREAL(-Infinity,0.001)	AGREE	
354	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-Infinity,0.0)	UREAL(Infinity,0.001)	UREAL(Infinity,0.001)	AGREE	
355	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(1.0,NaN)	UREAL(-101.0,NaN)	UREAL(-101.0,NaN)	AGREE	
356	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(1.0,Infinity)	UREAL(-101.0,Infinity)	UREAL(-101.0,Infinity)	AGREE	
357	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(1.0,-1.0)	UREAL(-101.0,1.000000499999875)	UREAL(-101.0,1.001)	DIFFER	
358	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-46.064505,0.782649)	UREAL(-53.935495,0.7826496388557271)	UREAL(-53.935495,0.781649)	DIFFER	
359	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(28.230986,0.91554)	UREAL(-128.230986,0.9155405461256209)	UREAL(-128.230986,0.91454)	DIFFER	
360	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(47.696811,0.395191)	UREAL(-147.696811,0.39519226520897394)	UREAL(-147.696811,0.394191)	DIFFER	
361	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-61.870069,0.428633)	UREAL(-38.129931,0.4286341664974923)	UREAL(-38.129931,0.427633)	DIFFER	
362	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(-98.361875,0.358527)	UREAL(-1.6381250000000023,0.3585283945923949)	UREAL(-1.6381250000000023,0.357527)	DIFFER	
363	URealValue.minus(value)	UREAL(-100.0,0.001) | UREAL(37.640335,0.974834)	UREAL(-137.640335,0.9748345129077037)	UREAL(-137.640335,0.973834)	DIFFER	
364	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(0.0,0.0)	UREAL(4.9E-324,0.0)	UREAL(4.9E-324,0.0)	AGREE	
365	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(0.0,1.0)	UREAL(4.9E-324,1.0)	UREAL(4.9E-324,1.0)	AGREE	
366	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-0.0,0.0)	UREAL(4.9E-324,0.0)	UREAL(4.9E-324,0.0)	AGREE	
367	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(1.0,0.0)	UREAL(-1.0,0.0)	UREAL(-1.0,0.0)	AGREE	
368	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(1.0,1.0)	UREAL(-1.0,1.0)	UREAL(-1.0,1.0)	AGREE	
369	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-1.0,0.0)	UREAL(1.0,0.0)	UREAL(1.0,0.0)	AGREE	
370	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-1.0,1.0)	UREAL(1.0,1.0)	UREAL(1.0,1.0)	AGREE	
371	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-1.0,0.5)	UREAL(1.0,0.5)	UREAL(1.0,0.5)	AGREE	
372	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(0.5,0.5)	UREAL(-0.5,0.5)	UREAL(-0.5,0.5)	AGREE	
373	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-0.5,0.25)	UREAL(0.5,0.25)	UREAL(0.5,0.25)	AGREE	
374	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(2.0,0.0)	UREAL(-2.0,0.0)	UREAL(-2.0,0.0)	AGREE	
375	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(100.0,0.001)	UREAL(-100.0,0.001)	UREAL(-100.0,0.001)	AGREE	
376	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-100.0,0.001)	UREAL(100.0,0.001)	UREAL(100.0,0.001)	AGREE	
377	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(4.9E-324,0.0)	UREAL(0.0,0.0)	UREAL(0.0,0.0)	AGREE	
378	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	AGREE	
379	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	AGREE	
380	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(NaN,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
381	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(Infinity,0.0)	UREAL(-Infinity,0.0)	UREAL(-Infinity,0.0)	AGREE	
382	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-Infinity,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
383	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(1.0,NaN)	UREAL(-1.0,NaN)	UREAL(-1.0,NaN)	AGREE	
384	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(1.0,Infinity)	UREAL(-1.0,Infinity)	UREAL(-1.0,Infinity)	AGREE	
385	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(1.0,-1.0)	UREAL(-1.0,1.0)	UREAL(-1.0,1.0)	AGREE	
386	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-46.064505,0.782649)	UREAL(46.064505,0.782649)	UREAL(46.064505,0.782649)	AGREE	
387	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(28.230986,0.91554)	UREAL(-28.230986,0.91554)	UREAL(-28.230986,0.91554)	AGREE	
388	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(47.696811,0.395191)	UREAL(-47.696811,0.395191)	UREAL(-47.696811,0.395191)	AGREE	
389	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-61.870069,0.428633)	UREAL(61.870069,0.428633)	UREAL(61.870069,0.428633)	AGREE	
390	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(-98.361875,0.358527)	UREAL(98.361875,0.358527)	UREAL(98.361875,0.358527)	AGREE	
391	URealValue.minus(value)	UREAL(4.9E-324,0.0) | UREAL(37.640335,0.974834)	UREAL(-37.640335,0.974834)	UREAL(-37.640335,0.974834)	AGREE	
392	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(0.0,0.0)	UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	AGREE	
393	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(0.0,1.0)	UREAL(1.7976931348623157E308,1.0)	UREAL(1.7976931348623157E308,1.0)	AGREE	
394	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-0.0,0.0)	UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	AGREE	
395	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(1.0,0.0)	UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	AGREE	
396	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(1.0,1.0)	UREAL(1.7976931348623157E308,1.0)	UREAL(1.7976931348623157E308,1.0)	AGREE	
397	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-1.0,0.0)	UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	AGREE	
398	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-1.0,1.0)	UREAL(1.7976931348623157E308,1.0)	UREAL(1.7976931348623157E308,1.0)	AGREE	
399	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-1.0,0.5)	UREAL(1.7976931348623157E308,0.5)	UREAL(1.7976931348623157E308,0.5)	AGREE	
400	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(0.5,0.5)	UREAL(1.7976931348623157E308,0.5)	UREAL(1.7976931348623157E308,0.5)	AGREE	
401	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-0.5,0.25)	UREAL(1.7976931348623157E308,0.25)	UREAL(1.7976931348623157E308,0.25)	AGREE	
402	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(2.0,0.0)	UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	AGREE	
403	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(100.0,0.001)	UREAL(1.7976931348623157E308,0.001)	UREAL(1.7976931348623157E308,0.001)	AGREE	
404	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-100.0,0.001)	UREAL(1.7976931348623157E308,0.001)	UREAL(1.7976931348623157E308,0.001)	AGREE	
405	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(4.9E-324,0.0)	UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	AGREE	
406	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(1.7976931348623157E308,0.0)	UREAL(0.0,0.0)	UREAL(0.0,0.0)	AGREE	
407	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-1.7976931348623157E308,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
408	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(NaN,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
409	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(Infinity,0.0)	UREAL(-Infinity,0.0)	UREAL(-Infinity,0.0)	AGREE	
410	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-Infinity,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
411	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(1.0,NaN)	UREAL(1.7976931348623157E308,NaN)	UREAL(1.7976931348623157E308,NaN)	AGREE	
412	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(1.0,Infinity)	UREAL(1.7976931348623157E308,Infinity)	UREAL(1.7976931348623157E308,Infinity)	AGREE	
413	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(1.0,-1.0)	UREAL(1.7976931348623157E308,1.0)	UREAL(1.7976931348623157E308,1.0)	AGREE	
414	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-46.064505,0.782649)	UREAL(1.7976931348623157E308,0.782649)	UREAL(1.7976931348623157E308,0.782649)	AGREE	
415	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(28.230986,0.91554)	UREAL(1.7976931348623157E308,0.91554)	UREAL(1.7976931348623157E308,0.91554)	AGREE	
416	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(47.696811,0.395191)	UREAL(1.7976931348623157E308,0.395191)	UREAL(1.7976931348623157E308,0.395191)	AGREE	
417	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-61.870069,0.428633)	UREAL(1.7976931348623157E308,0.428633)	UREAL(1.7976931348623157E308,0.428633)	AGREE	
418	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(-98.361875,0.358527)	UREAL(1.7976931348623157E308,0.358527)	UREAL(1.7976931348623157E308,0.358527)	AGREE	
419	URealValue.minus(value)	UREAL(1.7976931348623157E308,0.0) | UREAL(37.640335,0.974834)	UREAL(1.7976931348623157E308,0.974834)	UREAL(1.7976931348623157E308,0.974834)	AGREE	
420	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(0.0,0.0)	UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	AGREE	
421	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(0.0,1.0)	UREAL(-1.7976931348623157E308,1.0)	UREAL(-1.7976931348623157E308,1.0)	AGREE	
422	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-0.0,0.0)	UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	AGREE	
423	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(1.0,0.0)	UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	AGREE	
424	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(1.0,1.0)	UREAL(-1.7976931348623157E308,1.0)	UREAL(-1.7976931348623157E308,1.0)	AGREE	
425	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-1.0,0.0)	UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	AGREE	
426	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-1.0,1.0)	UREAL(-1.7976931348623157E308,1.0)	UREAL(-1.7976931348623157E308,1.0)	AGREE	
427	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-1.0,0.5)	UREAL(-1.7976931348623157E308,0.5)	UREAL(-1.7976931348623157E308,0.5)	AGREE	
428	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(0.5,0.5)	UREAL(-1.7976931348623157E308,0.5)	UREAL(-1.7976931348623157E308,0.5)	AGREE	
429	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-0.5,0.25)	UREAL(-1.7976931348623157E308,0.25)	UREAL(-1.7976931348623157E308,0.25)	AGREE	
430	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(2.0,0.0)	UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	AGREE	
431	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(100.0,0.001)	UREAL(-1.7976931348623157E308,0.001)	UREAL(-1.7976931348623157E308,0.001)	AGREE	
432	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-100.0,0.001)	UREAL(-1.7976931348623157E308,0.001)	UREAL(-1.7976931348623157E308,0.001)	AGREE	
433	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(4.9E-324,0.0)	UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	AGREE	
434	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(1.7976931348623157E308,0.0)	UREAL(-Infinity,0.0)	UREAL(-Infinity,0.0)	AGREE	
435	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-1.7976931348623157E308,0.0)	UREAL(0.0,0.0)	UREAL(0.0,0.0)	AGREE	
436	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(NaN,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
437	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(Infinity,0.0)	UREAL(-Infinity,0.0)	UREAL(-Infinity,0.0)	AGREE	
438	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-Infinity,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
439	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(1.0,NaN)	UREAL(-1.7976931348623157E308,NaN)	UREAL(-1.7976931348623157E308,NaN)	AGREE	
440	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(1.0,Infinity)	UREAL(-1.7976931348623157E308,Infinity)	UREAL(-1.7976931348623157E308,Infinity)	AGREE	
441	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(1.0,-1.0)	UREAL(-1.7976931348623157E308,1.0)	UREAL(-1.7976931348623157E308,1.0)	AGREE	
442	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-46.064505,0.782649)	UREAL(-1.7976931348623157E308,0.782649)	UREAL(-1.7976931348623157E308,0.782649)	AGREE	
443	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(28.230986,0.91554)	UREAL(-1.7976931348623157E308,0.91554)	UREAL(-1.7976931348623157E308,0.91554)	AGREE	
444	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(47.696811,0.395191)	UREAL(-1.7976931348623157E308,0.395191)	UREAL(-1.7976931348623157E308,0.395191)	AGREE	
445	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-61.870069,0.428633)	UREAL(-1.7976931348623157E308,0.428633)	UREAL(-1.7976931348623157E308,0.428633)	AGREE	
446	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(-98.361875,0.358527)	UREAL(-1.7976931348623157E308,0.358527)	UREAL(-1.7976931348623157E308,0.358527)	AGREE	
447	URealValue.minus(value)	UREAL(-1.7976931348623157E308,0.0) | UREAL(37.640335,0.974834)	UREAL(-1.7976931348623157E308,0.974834)	UREAL(-1.7976931348623157E308,0.974834)	AGREE	
448	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(0.0,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
449	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(0.0,1.0)	UREAL(NaN,1.0)	UREAL(NaN,1.0)	AGREE	
450	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-0.0,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
451	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(1.0,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
452	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(1.0,1.0)	UREAL(NaN,1.0)	UREAL(NaN,1.0)	AGREE	
453	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-1.0,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
454	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-1.0,1.0)	UREAL(NaN,1.0)	UREAL(NaN,1.0)	AGREE	
455	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-1.0,0.5)	UREAL(NaN,0.5)	UREAL(NaN,0.5)	AGREE	
456	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(0.5,0.5)	UREAL(NaN,0.5)	UREAL(NaN,0.5)	AGREE	
457	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-0.5,0.25)	UREAL(NaN,0.25)	UREAL(NaN,0.25)	AGREE	
458	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(2.0,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
459	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(100.0,0.001)	UREAL(NaN,0.001)	UREAL(NaN,0.001)	AGREE	
460	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-100.0,0.001)	UREAL(NaN,0.001)	UREAL(NaN,0.001)	AGREE	
461	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(4.9E-324,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
462	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(1.7976931348623157E308,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
463	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-1.7976931348623157E308,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
464	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(NaN,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
465	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(Infinity,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
466	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-Infinity,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
467	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(1.0,NaN)	UREAL(NaN,NaN)	UREAL(NaN,NaN)	AGREE	
468	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(1.0,Infinity)	UREAL(NaN,Infinity)	UREAL(NaN,Infinity)	AGREE	
469	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(1.0,-1.0)	UREAL(NaN,1.0)	UREAL(NaN,1.0)	AGREE	
470	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-46.064505,0.782649)	UREAL(NaN,0.782649)	UREAL(NaN,0.782649)	AGREE	
471	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(28.230986,0.91554)	UREAL(NaN,0.91554)	UREAL(NaN,0.91554)	AGREE	
472	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(47.696811,0.395191)	UREAL(NaN,0.395191)	UREAL(NaN,0.395191)	AGREE	
473	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-61.870069,0.428633)	UREAL(NaN,0.428633)	UREAL(NaN,0.428633)	AGREE	
474	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(-98.361875,0.358527)	UREAL(NaN,0.358527)	UREAL(NaN,0.358527)	AGREE	
475	URealValue.minus(value)	UREAL(NaN,0.0) | UREAL(37.640335,0.974834)	UREAL(NaN,0.974834)	UREAL(NaN,0.974834)	AGREE	
476	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(0.0,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
477	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(0.0,1.0)	UREAL(Infinity,1.0)	UREAL(Infinity,1.0)	AGREE	
478	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(-0.0,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
479	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(1.0,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
480	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(1.0,1.0)	UREAL(Infinity,1.0)	UREAL(Infinity,1.0)	AGREE	
481	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(-1.0,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
482	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(-1.0,1.0)	UREAL(Infinity,1.0)	UREAL(Infinity,1.0)	AGREE	
483	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(-1.0,0.5)	UREAL(Infinity,0.5)	UREAL(Infinity,0.5)	AGREE	
484	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(0.5,0.5)	UREAL(Infinity,0.5)	UREAL(Infinity,0.5)	AGREE	
485	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(-0.5,0.25)	UREAL(Infinity,0.25)	UREAL(Infinity,0.25)	AGREE	
486	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(2.0,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
487	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(100.0,0.001)	UREAL(Infinity,0.001)	UREAL(Infinity,0.001)	AGREE	
488	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(-100.0,0.001)	UREAL(Infinity,0.001)	UREAL(Infinity,0.001)	AGREE	
489	URealValue.minus(value)	UREAL(Infinity,0.0) | UREAL(4.9E-324,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
